1316,,721.8083355
17421,,
6789,,
4713,,
3576,,
3982,,
6166,,
6902,,
7773,,
2658,,
5761,,
3761,,
3686,,
4397,,
2760,,
2692,,
2576,,
2560,,
4577,,
2627,,
4576,,
2781,,
4016,,
2847,,
2693,,
2525,,
1581,,
2973,,
2812,,
2637,,
2788,,
2551,,
2939,,
4289,,
4655,,
2526,,
2584,,
2632,,
2675,,
2579,,
15037,,
2691,,
4032,,
2683,,
3358,,
2701,,
2533,,
2645,,
8426,,
2663,,
3390,,
2641,,
4120,,
339,,
2678,,
2633,,
2688,,
4303,,
2538,,
3198,,
2525,,
3714,,
3793,,
4141,,
2423,,
2455,,
2818,,
4015,,
3670,,
4157,,
1921,,
2572,,
2401,,
2661,,
3417,,
2742,,
2607,,
3341,,
2632,,
2483,,
2430,,
2591,,
2471,,
3560,,
2591,,
15657,,
2535,,
2776,,
2470,,
2453,,
2415,,
2517,,
2566,,
2458,,
2455,,
2445,,
5024,,
2562,,
2657,,
2498,,
2373,,
2581,,
4627,,
5992,,
2487,,
2438,,
15797,,
466,,
2449,,
2654,,
2769,,
14948,,
4391,,
2476,,
2536,,
3016,,
2497,,
2540,,
2633,,
2412,,
2795,,
2992,,
2503,,
2675,,
2635,,
2592,,
2647,,
2618,,
2942,,
2628,,
2524,,
2553,,
3353,,
2424,,
2440,,
3158,,
3272,,
7140,,
2579,,
2548,,
2473,,
2859,,
3154,,
2666,,
2429,,
4678,,
2629,,
2434,,
2883,,
2516,,
2572,,
2570,,
3162,,
2820,,
2429,,
2665,,
2501,,
2837,,
3146,,
2616,,
2555,,
4191,,
2563,,
2942,,
4930,,
3242,,
2425,,
2579,,
2850,,
6067,,
2904,,
2504,,
2683,,
3169,,
2474,,
2648,,
2596,,
14551,,
2502,,
2641,,
3259,,
2595,,
2776,,
2524,,
2597,,
2659,,
6306,,
2636,,
2460,,
2478,,
3020,,
2448,,
3852,,
2658,,
2885,,
3061,,
3657,,
17410,,
670,,
2973,,
2530,,
2551,,
2498,,
2659,,
2457,,
2454,,
2456,,
2770,,
2412,,
2586,,
2967,,
2387,,
2730,,
2491,,
2641,,
2414,,
2446,,
2829,,
2653,,
2778,,
2632,,
4825,,
2490,,
4069,,
7285,,
2482,,
2495,,
2867,,
2513,,
2726,,
2721,,
2409,,
2459,,
2487,,
2645,,
2594,,
2541,,
2650,,
2796,,
2453,,
7593,,
2565,,
2606,,
4769,,
2460,,
2682,,
2510,,
2667,,
3067,,
3210,,
2693,,
2498,,
2706,,
2918,,
2561,,
2755,,
2469,,
2691,,
2650,,
2516,,
2609,,
3095,,
2685,,
2658,,
2474,,
2424,,
3241,,
6673,,
2440,,
4204,,
2654,,
2793,,
2540,,
2582,,
2463,,
2630,,
2458,,
2660,,
2561,,
2658,,
2459,,
2625,,
3924,,
2471,,
2605,,
2697,,
2445,,
2630,,
14610,,
2960,,
2665,,
2718,,
2459,,
2449,,
2565,,
2392,,
2509,,
2964,,
2551,,
2694,,
2435,,
2531,,
2952,,
2506,,
2874,,
2646,,
2629,,
19683,,
2687,,
3086,,
2693,,
2752,,
2503,,
2519,,
2555,,
14664,,
2516,,
2671,,
2473,,
2475,,
2681,,
2518,,
2707,,
2416,,
2677,,
2472,,
2624,,
2419,,
6305,,
2438,,
2604,,
2460,,
4788,,
2439,,
2567,,
4925,,
2468,,
3964,,
438,,
2648,,
2655,,
2489,,
2976,,
2654,,
2408,,
2480,,
2647,,
2642,,
2470,,
2477,,
2525,,
2568,,
2452,,
2817,,
3070,,
2682,,
2971,,
2456,,
2471,,
2765,,
2450,,
3252,,
2695,,
2671,,
2586,,
18131,,
2447,,
3165,,
2561,,
339,,
2376,,
2460,,
2769,,
2524,,
2510,,
2572,,
3285,,
2486,,
2451,,
2596,,
2484,,
2449,,
2459,,
2462,,
2743,,
2883,,
2645,,
2629,,
2480,,
2651,,
2516,,
2412,,
2557,,
2547,,
2702,,
2714,,
3587,,
2514,,
2419,,
4048,,
14697,,
4756,,
2614,,
3403,,
3361,,
2662,,
4219,,
3196,,
2478,,
2453,,
2705,,
3088,,
2488,,
3265,,
3206,,
