894,,3.14471977
13,,295698
6,,
12,,
7,,
6,,
19,,
5,,
5,,
17,,
7,,
5,,
16,,
7,,
4,,
19,,
8,,
7,,
17,,
4,,
5,,
16,,
5,,
5,,
29,,
6,,
5,,
18,,
6,,
4,,
15,,
7,,
5,,
21,,
10,,
4,,
21,,
6,,
4,,
22,,
9,,
12,,
18,,
6,,
5,,
17,,
5,,
5,,
120,,
82,,
108,,
87,,
61,,
104,,
71,,
164,,
35,,
57,,
53,,
41,,
39,,
32,,
121,,
221,,
7,,
8,,
17,,
5,,
6,,
15,,
5,,
5,,
21,,
8,,
7,,
19,,
8,,
8,,
16,,
5,,
4,,
16,,
7,,
9,,
26,,
13,,
8,,
21,,
10,,
5,,
17,,
6,,
9,,
22,,
10,,
15,,
24,,
12,,
8,,
20,,
16,,
4,,
20,,
21,,
16,,
25,,
21,,
9,,
33,,
10,,
7,,
20,,
11,,
32,,
25,,
11,,
15,,
27,,
9,,
57,,
11,,
9,,
5,,
15,,
10,,
6,,
11,,
7,,
5,,
12,,
8,,
6,,
17,,
5,,
11,,
10,,
5,,
3,,
12,,
5,,
4,,
14,,
7,,
3,,
11,,
4,,
6,,
14,,
6,,
6,,
10,,
4,,
3,,
14,,
5,,
8,,
15,,
5,,
7,,
11,,
5,,
8,,
12,,
4,,
7,,
13,,
4,,
3,,
10,,
4,,
4,,
18,,
9,,
7,,
21,,
12,,
13,,
4,,
4,,
5,,
11,,
8,,
4,,
11,,
5,,
3,,
15,,
4,,
3,,
14,,
8,,
4,,
12,,
5,,
4,,
11,,
4,,
3,,
12,,
6,,
5,,
17,,
4,,
4,,
10,,
6,,
8,,
13,,
11,,
11,,
13,,
3,,
3,,
10,,
4,,
3,,
11,,
6,,
15,,
12,,
6,,
7,,
11,,
4,,
3,,
10,,
5,,
4,,
13,,
4,,
3,,
11,,
5,,
8,,
8,,
4,,
6,,
11,,
6,,
6,,
18,,
6,,
9,,
14,,
4,,
3,,
10,,
5,,
3,,
11,,
6,,
6,,
18,,
8,,
7,,
10,,
8,,
3,,
11,,
4,,
4,,
6,,
3,,
3,,
12,,
4,,
3,,
10,,
4,,
3,,
13,,
5,,
4,,
11,,
5,,
3,,
11,,
5,,
3,,
21,,
12,,
9,,
6,,
5,,
3,,
19,,
12,,
8,,
9,,
4,,
3,,
20,,
5,,
3,,
4,,
4,,
3,,
11,,
9,,
9,,
11,,
4,,
3,,
10,,
4,,
3,,
21,,
5,,
4,,
10,,
4,,
3,,
4,,
3,,
2,,
10,,
5,,
8,,
14,,
